batch,score,loss,loss_v
18920,-42,-0.83900315,24.14241
18921,8,9.051678,451.07217
18922,-50,-3.8140132,77.05311
18923,-32,0.8536376,6.9229555
18924,-50,-2.916424,77.06515
18925,-50,-2.2203646,77.06815
18926,-50,-2.7984772,77.06876
18927,-50,-4.4322963,77.06752
18928,12,6.517037,298.01532
18929,-16,4.0193377,102.82142
18930,-26,3.927571,115.96424
18931,-4,8.893619,442.96573
18932,-34,0.6753572,7.045313
18933,-16,3.247935,82.305046
18934,-50,-3.5754344,77.0973
18935,-28,1.0216242,7.54839
18936,-50,-3.8172996,77.10953
18937,-22,2.618622,94.09646
18938,-42,-1.031524,18.220535
18939,-30,4.0389338,71.31095
18940,-32,2.4171646,54.02385
18941,-38,0.28632346,17.260466
18942,0,3.0852737,142.39565
18943,-10,5.431371,249.51562
18944,10,4.3580847,288.97656
18945,-50,-2.9899964,77.17027
18946,-40,-0.2731945,16.745466
18947,-38,0.18731809,15.867254
18948,-32,2.504567,54.011105
18949,-50,-3.6542284,77.19964
18950,-50,-2.1659074,77.20423
18951,-20,3.0773056,109.501076
18952,-42,-1.0191501,17.786692
18953,-50,-3.0210197,77.21311
18954,-14,3.907103,139.17853
18955,-28,4.134942,91.92718
18956,-50,-1.9479209,77.22083
18957,-40,-0.08469065,22.129753
18958,-4,6.568531,230.54947
18959,-50,-3.3276892,77.2296
18960,-50,-2.9985774,77.23265
18961,8,9.3639965,529.49756
18962,-50,-2.4651954,77.23712
18963,12,8.527793,357.22784
18964,-22,3.3480694,89.92942
18965,12,4.431021,297.6738
18966,-50,-3.252448,77.26881
18967,-38,0.18510346,15.874685
18968,-8,2.939918,83.018135
18969,-16,4.2230406,159.42636
18970,-50,-3.0382333,77.29983
18971,-32,0.22416186,5.191108
18972,12,10.610647,460.47644
18973,-28,1.8167862,40.11277
18974,-50,-2.3674998,77.33555
18975,-4,1.4969507,106.24085
18976,-50,-1.9243861,77.350334
18977,-50,-3.0506792,77.35593
18978,-50,-3.1971116,77.360466
18979,-50,-3.339646,77.35879
18980,12,11.003557,413.02234
18981,-50,-0.88103205,77.35937
18982,-38,0.25399384,17.279371
18983,-50,-1.3720838,77.36087
18984,14,5.3323846,352.5107
18985,-50,-3.886777,77.36275
18986,2,8.844069,370.7969
18987,-50,-1.3222634,77.36528
18988,-24,0.15346348,11.751135
18989,-32,2.750476,53.94871
18990,-50,-3.596397,77.370804
18991,-50,-3.0374768,77.37244
18992,-50,-3.7838173,77.3707
18993,-26,1.4859947,47.52286
18994,-28,1.6943316,29.164722
18995,4,3.9551694,223.1432
18996,14,7.817853,346.7239
18997,-20,2.224056,46.33852
18998,-30,1.4026351,17.28842
18999,-50,-1.843808,77.38456
19000,-4,4.204907,150.77711
19001,-40,-1.0276971,10.735054
19002,-50,-3.2576604,77.400635
19003,-22,1.8109064,40.970634
19004,14,4.902804,361.91632
19005,0,5.398724,200.53691
19006,-34,-3.1413975,54.534622
19007,-16,3.3574138,85.30287
19008,2,4.6065397,195.41916
19009,-32,0.26294836,18.335556
19010,-30,0.98929036,11.702353
19011,-10,3.497016,70.96876
19012,0,3.9721458,126.38887
19013,-50,-3.0819128,77.48007
19014,-50,-1.2350028,77.48714
19015,-30,1.5001159,18.393559
19016,-50,-1.7993697,77.496284
19017,-32,0.25094756,18.326042
19018,-12,2.1227126,60.760986
19019,-50,-1.9523338,77.5033
19020,-36,-0.109753214,5.3196745
19021,-50,-1.3031294,77.50463
19022,-2,5.860832,190.0968
19023,-44,-1.3778985,27.095224
19024,-42,-1.2518162,19.881536
19025,-22,1.7036986,52.684635
19026,-50,-4.324614,77.50711
19027,-50,-1.8706149,77.505394
19028,-30,1.9150574,17.696182
19029,-6,3.3464901,107.280334
19030,-12,3.9147556,114.99043
19031,-20,0.30508253,15.023145
19032,-20,1.433467,35.726303
19033,-38,0.61743504,22.301752
19034,-32,-3.1961005,51.427494
19035,12,11.488844,728.52094
19036,-4,3.9187176,167.44948
19037,-50,-1.9331195,77.530876
19038,-36,0.78928006,23.798157
19039,-50,-2.1396446,77.54494
19040,-50,-3.082362,77.55005
19041,-20,0.23935284,15.016121
19042,-26,2.2622707,27.496502
19043,-50,-1.0502495,77.55333
19044,-6,3.1287642,87.68541
19045,-34,2.4558587,40.238674
19046,12,9.235192,545.7592
19047,-50,-3.5014849,77.566795
19048,-50,-2.765632,77.571236
19049,-50,-2.8546793,77.573265
19050,-50,-2.3591397,77.57442
19051,-30,3.3135445,71.08289
19052,-50,-1.0221684,77.57261
19053,-20,1.9213303,46.213043
19054,-36,0.7728366,30.300682
19055,-50,-3.3059297,77.56948
19056,-10,4.1799784,112.439064
19057,-50,-1.7834558,77.56861
19058,-50,-2.6528714,77.566956
19059,-42,-0.8698582,19.617458
19060,-6,5.1295943,147.14757
19061,-20,3.086081,104.44002
19062,-12,2.2746847,60.705006
19063,-32,0.5372499,10.938828
19064,-30,0.5978963,25.533241
19065,-50,-4.231067,77.56677
19066,-32,-3.3692997,51.457443
19067,4,6.258293,251.29764
19068,-50,-3.1766145,77.567726
19069,-24,1.4848869,39.465134
19070,6,9.083579,365.34418
19071,-8,3.5784633,82.733536
19072,-42,-0.8961942,22.177963
19073,12,12.381575,770.7503
19074,-28,1.6435103,27.20702
19075,6,7.14162,451.69125
19076,-50,-1.7284003,77.62785
19077,-16,2.7487106,67.51207
19078,-32,2.4883595,53.848793
19079,12,3.522385,313.66388
19080,-4,6.9296165,245.70488
19081,12,10.886217,391.61365
19082,-24,2.6811795,51.66638
19083,-50,-3.1862078,77.73514
19084,-26,4.1186485,115.41667
19085,12,8.834982,391.51437
19086,-38,0.34941235,20.51953
19087,-36,1.4345819,30.300997
19088,-28,3.1003563,40.589027
19089,-42,-1.1069417,18.032526
19090,-50,-3.6639647,77.85532
19091,-50,-2.6862047,77.86496
19092,-10,4.906482,194.61105
19093,-50,-2.7089543,77.88361
19094,-28,3.5328624,91.4956
19095,-50,-0.84568846,77.899666
19096,-34,0.07065202,13.079838
19097,-50,-4.745188,77.91003
19098,2,7.38053,179.54053
19099,-34,0.031106085,19.701492
19100,-50,-3.3834875,77.92248
19101,-34,-0.721686,10.01948
19102,-50,-2.5280068,77.92834
19103,-50,-2.9352221,77.92636
19104,-34,-1.7134603,13.594618
19105,-24,1.7901095,60.478218
19106,-50,-3.345541,77.91883
19107,-50,-1.8029721,77.91224
19108,-32,2.7800102,53.767696
19109,-50,-2.8494847,77.90132
19110,-50,-1.9845684,77.89386
19111,-50,-0.8883453,77.88987
19112,-50,-0.92107266,77.881325
19113,-50,-1.4699801,77.87152
19114,-50,-3.0288987,77.8602
19115,12,9.079691,514.49866
19116,-50,-4.082912,77.84294
19117,-50,-5.011296,77.83619
19118,-14,3.6819208,109.846825
19119,-28,4.442174,91.54297
19120,-22,1.9528542,85.587654
19121,-50,-3.865586,77.81994
19122,-18,2.8401647,61.29375
19123,-50,-1.7755724,77.81629
19124,-28,3.8167677,91.54119
19125,-50,-2.7175348,77.812325
19126,-50,-4.0424447,77.80989
19127,-42,-0.9425501,18.018425
19128,-50,-2.7248793,77.80001
19129,-50,-2.900737,77.793976
19130,-4,9.314751,441.31827
19131,-50,-0.9176556,77.78345
19132,2,7.7153006,505.07733
19133,-50,-4.206094,77.77994
19134,-50,-3.8271601,77.782486
19135,-38,0.470389,22.323881
19136,-50,-2.479353,77.77482
19137,-50,-1.7672783,77.771
19138,-26,1.6814207,50.80769
19139,-28,-1.1702126,10.759517
19140,-50,-2.7516382,77.75837
19141,-50,-2.9160833,77.75088
19142,-10,6.93769,278.43643
19143,-12,3.4957976,153.8228
19144,50,18.675457,1623.6178
19145,-16,1.6651129,36.621613
19146,-10,4.398652,267.03226
19147,-50,-3.2298582,77.78114
19148,-24,-0.11278314,9.6496
19149,-50,-2.493802,77.790436
19150,-42,-1.0870745,21.315746
19151,2,9.716402,523.5247
19152,-30,4.10765,70.982574
19153,-50,-2.6615016,77.82131
19154,22,5.3514466,543.87634
19155,-28,-1.1939328,10.773354
19156,-28,1.5635979,17.309456
19157,10,7.350825,875.8285
19158,-36,1.0150793,27.871267
19159,-28,0.7886622,36.876125
19160,8,11.099504,853.56177
19161,-50,-2.834198,77.9242
19162,-50,-3.1350627,77.93843
19163,-34,1.9316308,40.172905
19164,-50,-3.478198,77.95968
19165,12,6.5600586,372.24265
19166,-46,-1.8403933,39.332054
19167,-50,-3.36151,77.9902
19168,10,8.613844,875.4025
19169,-16,0.6715937,23.68292
19170,-50,-0.8686976,78.02399
19171,-34,-1.3113211,23.30358
19172,-26,2.3067677,27.284626
19173,-50,-2.258489,78.046394
19174,-34,1.4452286,29.459742
19175,-50,-2.2464616,78.05905
19176,-28,4.0017967,91.45208
19177,-50,-1.9577854,78.06633
19178,-50,-3.4336934,78.06824
19179,-50,-2.2477326,78.06451
19180,-50,-3.5104003,78.06483
19181,-32,0.8770171,10.700997
19182,-32,1.797535,16.206133
19183,50,21.04444,1622.066
19184,-50,-3.5459707,78.06141
19185,12,16.212732,859.7729
19186,-50,-3.9565418,78.07962
19187,-50,-2.1814249,78.0874
19188,-20,2.3866885,108.588005
19189,-36,0.22446418,5.990603
19190,-50,-3.0325098,78.10865
19191,-4,5.1025805,229.02469
19192,-50,-2.446582,78.110695
19193,12,4.9754257,296.07697
19194,-34,2.0038393,40.09804
19195,-12,3.050238,236.52274
19196,-34,1.3941858,19.91927
19197,-38,0.7047587,24.344532
19198,-50,-2.6735358,78.1814
19199,-50,-3.3765047,78.17506
19200,-50,-3.7827797,78.17891
19201,-28,1.1609229,13.964343
19202,-50,-2.8426576,78.17625
19203,-24,-1.4480859,24.716946
19204,8,11.585035,529.448
19205,-36,1.6441693,30.323963
19206,-50,-2.570077,78.18284
19207,12,14.235056,769.0424
19208,-50,-2.9519265,78.22757
19209,-50,-1.8207035,78.202156
19210,-8,7.968358,322.18872
19211,-50,-0.8337147,78.21224
19212,-50,-3.7392192,78.225555
19213,-32,-3.5066137,51.88721
19214,-50,-1.8063383,78.21868
19215,-28,2.5496757,91.700836
19216,-26,1.9315826,50.832523
19217,-50,-3.4000442,78.222565
19218,-50,-1.8515322,78.218094
19219,-50,-2.2777967,78.174644
19220,-50,-3.6612055,78.23091
19221,-14,3.6051812,109.239265
19222,-50,-3.473144,78.200165
19223,10,10.077815,906.70013
19224,-30,-1.7367408,18.946001
19225,-28,3.055979,91.98672
19226,-50,-3.0828283,78.19982
19227,-50,-2.6883817,78.20141
19228,2,9.206054,521.39594
19229,12,4.7259088,294.10803
19230,24,9.344504,593.1884
19231,-4,4.144325,121.23769
19232,4,5.493315,390.7151
19233,-28,3.961511,93.12122
19234,-32,0.83857644,9.974757
19235,-12,1.8989666,44.655
19236,-50,-3.1981611,78.44924
19237,-50,-1.8520162,78.33818
19238,-36,0.8438268,21.306326
19239,14,17.269663,831.56775
19240,-50,-3.7582512,78.38789
19241,-50,-3.0806222,78.28889
19242,10,6.998657,330.64423
19243,-20,1.9679326,70.13636
19244,-50,-2.8732116,78.43027
19245,-8,3.7711473,129.40811
19246,-50,-3.1025383,79.020454
19247,-42,-0.10632338,22.363592
19248,-30,1.0167041,8.593276
19249,-50,-2.1112466,77.58459
19250,-24,1.3689657,62.640526
19251,8,7.8340883,377.1235
19252,-50,-3.3650417,81.21024
19253,-28,5.412646,105.53773
19254,10,13.892892,888.23694
19255,-50,-3.850754,84.37426
19256,-50,-3.5146337,78.89377
19257,-34,1.1128142,34.00509
19258,-50,-1.9959781,66.46658
19259,-24,0.5784026,68.38949
19260,-50,-1.9097494,56.001156
19261,-50,-1.8343676,79.065605
19262,-50,-1.3898903,79.14643
19263,-26,8.188975,371.99402
19264,-38,-1.2050978,30.609543
19265,-50,-2.6979668,60.985386
19266,-50,-1.2925632,79.56857
19267,10,5.6429167,234.16113
19268,-50,-2.2830827,79.13093
19269,-14,1.4826827,64.25837
19270,-50,-2.6721058,55.381725
19271,-50,-3.3216515,103.302414
19272,-28,8.587568,319.2994
19273,-34,1.4873531,47.326595
19274,-50,-1.9491547,79.00217
19275,-50,-4.576551,220.39165
19276,-42,-3.644814,91.578415
19277,-40,7.0693045,224.35898
19278,-30,10.405214,319.39453
19279,-50,-4.477504,163.64711
19280,-50,-2.0377038,82.75561
19281,-50,-0.7284722,63.377487
19282,-50,-3.205554,87.13302
19283,-50,-4.5398707,88.96726
19284,50,14.312507,1176.8966
19285,-50,-1.3160286,79.90188
19286,-50,-6.3335557,255.0321
19287,-50,1.0017368,28.69072
19288,-34,13.629859,929.23474
19289,4,-10.954013,897.4865
19290,44,-3.52247,191.46684
19291,-50,-5.052837,120.55273
19292,-8,0.24145205,414.93875
19293,-50,-2.9251225,81.44443
19294,-44,-1.1863,80.39892
19295,-30,4.1550846,276.24332
19296,-50,-1.6368874,66.22567
19297,-38,1.6754959,100.27183
19298,-28,12.90206,585.68945
19299,-50,-2.3298209,79.75352
19300,-32,8.813794,306.12158
19301,-50,-1.8702518,51.097767
19302,-2,-2.7649262,170.79485
19303,-20,-0.40162143,84.81062
19304,-10,-5.453608,147.66896
19305,-50,-2.6335502,80.7987
19306,-50,-5.7831025,128.3591
19307,-50,-3.118779,80.220535
19308,50,12.775314,806.2645
19309,-50,-1.854803,80.053856
19310,-16,-0.5494472,75.43414
19311,12,18.181461,1113.4418
19312,10,15.617738,904.82446
19313,12,12.909055,869.95807
19314,12,3.4590929,474.85095
19315,-32,2.331863,101.69099
19316,12,14.907281,1185.1483
19317,-50,-1.937499,53.340893
19318,-28,13.4536295,692.6128
19319,-36,11.158188,427.2799
19320,-34,-1.3402163,100.346756
19321,-50,-3.4580734,89.34998
19322,-4,2.235337,440.83167
19323,-30,8.908209,614.3193
19324,-36,8.945603,345.10822
19325,-50,0.38517997,41.448498
19326,-32,12.281024,807.1584
19327,2,-5.061584,583.11743
19328,12,13.51182,1290.6135
19329,-50,-1.3241795,79.47446
19330,10,13.539902,1290.9911
19331,-20,4.598554,433.99612
19332,10,12.749415,1218.4376
19333,14,10.420943,572.95044
19334,-26,4.1205306,260.6114
19335,-50,-0.29401183,44.191757
19336,-50,-0.91328603,58.70302
19337,-32,10.655221,520.33276
19338,10,11.00421,1335.3871
19339,-50,-2.8402221,105.27518
19340,10,16.829615,1395.182
19341,6,-12.666909,1631.2697
19342,-50,-2.0738227,97.646774
19343,-16,-3.2292356,443.55222
19344,-50,-1.4826511,84.62063
19345,-50,-9.839781,622.706
19346,-32,5.090244,331.69067
19347,-34,1.1887589,218.66156
19348,-28,5.3622646,380.40848
19349,50,11.405671,556.8787
19350,-50,-1.4586456,94.92509
19351,12,11.663652,906.97375
19352,10,12.767066,1076.986
19353,-32,15.925013,1150.2643
19354,-50,-2.6730704,111.07917
19355,-50,-2.467863,93.09361
19356,12,8.721286,734.601
19357,14,13.389058,1043.7035
19358,-50,-1.4593499,93.376526
19359,-50,-2.1929548,114.83727
19360,8,-4.311702,711.1461
19361,-8,-15.268173,1699.9108
19362,-50,-1.4834787,87.36144
19363,-50,-1.8451941,86.38414
19364,-28,18.345871,1662.8163
19365,-12,-4.4219155,701.7502
19366,-50,0.00031381674,80.2159
19367,-50,-9.098563,416.75543
19368,-50,-4.5466394,192.34631
19369,10,3.1436222,479.8329
19370,-50,-1.7019664,107.07094
19371,-50,-3.1495872,99.46021
19372,-50,-4.8165565,204.87372
19373,-2,-11.286273,1031.8226
19374,-36,-5.3675613,452.98468
19375,-24,3.7789464,622.9383
19376,-30,6.281234,603.031
19377,-50,-2.5389795,144.78651
19378,-50,-8.950515,675.7054
19379,6,5.233303,760.56866
19380,-32,14.525224,800.0167
19381,0,-6.540754,545.28534
19382,-40,15.751126,1006.34
19383,-28,14.772818,1087.0596
19384,-30,10.114333,717.9065
19385,-50,-1.370317,89.70221
19386,-28,10.463679,836.5261
19387,-14,7.1981993,637.69446
19388,-26,1.0841964,262.8923
19389,-12,-4.7830453,369.82648
19390,-28,0.46240166,192.88763
19391,-10,2.6900165,555.36975
19392,-12,-4.3747845,334.21445
19393,-24,15.352372,1123.5503
19394,-32,12.371926,776.6037
19395,-30,7.5099244,652.07587
19396,-8,-9.221954,494.15704
19397,-50,1.1595223,288.35306
19398,-22,-0.10264131,82.456406
19399,-34,5.1117787,320.05228
19400,-50,-3.911202,172.0575
19401,-40,-11.792366,902.2093
19402,8,14.530166,1513.5194
19403,-50,1.0892327,175.25887
19404,-50,-3.9743443,149.22243
19405,-18,-3.2501545,101.99606
19406,-50,-3.2768853,147.38799
19407,-50,-2.1021776,183.84198
19408,-28,8.64472,599.0551
19409,-50,-1.2564958,66.09403
19410,-4,-0.9102153,157.7569
19411,-50,-3.0126526,139.71239
19412,-50,-4.6756773,174.48415
19413,-8,0.17867266,357.70663
19414,-40,-7.793742,488.4436
19415,-50,-1.4944665,96.277756
19416,-50,-1.656072,57.195816
19417,-28,6.943149,278.50128
19418,-50,-2.889608,94.31181
19419,-34,5.7457952,207.5678
19420,-12,-10.936394,646.2187
19421,-50,-1.5069723,99.77156
19422,-22,-7.0470085,561.50104
19423,-50,-7.213275,313.4221
19424,-50,-0.21212485,37.68792
19425,-50,-3.7885253,95.92082
19426,-50,-2.294321,72.23039
19427,-50,-2.415138,95.461426
19428,10,4.523964,207.01445
19429,-50,-1.7779382,64.32424
19430,-30,5.155893,369.7899
19431,-50,-5.264839,272.19183
19432,-26,2.8938901,205.92743
19433,-32,6.7909203,271.4299
19434,-10,-6.175847,447.71454
19435,2,0.22050041,108.55574
19436,-50,-3.3938856,107.94499
19437,-50,-1.8275006,81.18885
19438,-30,6.9895573,282.35703
19439,-50,1.4331294,61.531937
19440,-8,-3.0679317,312.77405
19441,-40,-2.7963812,136.11899
19442,0,-3.4948726,117.09001
19443,-50,-0.3516749,90.13578
19444,-50,-1.0249227,67.09929
19445,-50,-10.3362465,419.9257
19446,-50,-1.3037885,31.737026
19447,0,2.0844693,218.27017
19448,-28,2.071586,85.6675
19449,12,11.404457,740.3617
19450,-46,-1.4307046,99.38359
19451,-22,0.5319823,83.52289
19452,8,9.829255,640.9384
19453,-26,3.468014,166.756
19454,-50,-1.777751,77.478264
19455,10,6.350479,254.94345
19456,8,10.588224,617.8659
19457,-50,-1.4930354,86.68534
19458,-50,-3.1222403,150.66296
19459,-42,-8.498914,447.6902
19460,10,10.157062,549.77954
19461,-50,0.50843704,39.98459
19462,-50,0.90146387,69.49865
19463,-50,-3.99991,181.33609
19464,-32,1.5374427,106.1965
19465,-50,-11.982348,683.79877
19466,0,-0.9080303,73.75609
19467,-50,-2.518853,88.83495
19468,-18,6.5990257,336.86603
19469,-8,-4.5708785,167.8769
19470,-28,-3.1815991,93.77714
19471,-20,-5.3015523,291.44897
19472,-18,-0.23486409,46.519943
19473,-12,6.1115456,336.52774
19474,-50,0.21568397,51.318913
19475,-50,0.51159257,37.48961
19476,-50,-1.1107284,75.85002
19477,-28,4.828843,203.71318
19478,-50,-0.8611992,88.502815
19479,-50,-1.6672508,78.873
19480,-32,5.15667,172.75494
19481,12,10.293516,656.8521
19482,-50,-0.7492181,30.569653
19483,-26,5.125496,203.00105
19484,10,9.9460945,551.7163
19485,-26,1.5075006,125.519295
19486,-20,0.43169966,42.431786
19487,-8,1.0018303,80.47087
19488,-50,-1.4649566,92.72962
19489,12,5.275943,343.05627
19490,-32,3.9402187,152.74522
19491,-6,-1.230541,47.672916
19492,-28,0.03232118,18.368523
19493,-24,2.241016,122.33608
19494,38,7.995849,425.2907
19495,-30,-3.0468366,64.77371
19496,-26,-3.765854,77.92569
19497,50,6.9524236,505.7874
19498,-40,-8.199381,283.6087
19499,-28,4.5431542,137.31087
19500,12,5.340886,401.8998
19501,12,4.20453,148.42653
19502,-28,3.0327058,158.37515
19503,-26,-2.4110692,202.89604
19504,-16,0.22982681,64.99176
19505,-50,-4.546059,125.032845
19506,-50,-1.011763,107.39785
19507,-20,-2.2722256,47.10731
19508,-50,-3.2565005,65.85312
19509,-36,-3.5135555,184.45592
19510,-50,-3.351453,112.46372
19511,-50,-12.707288,569.8824
19512,-32,3.566657,98.18036
19513,-50,-1.5433434,104.03476
19514,-28,4.6289396,125.018585
19515,-10,-4.692602,133.50372
19516,-46,-2.2446976,66.16063
19517,-24,-5.3565784,199.2313
19518,-14,2.940521,165.83763
19519,-50,-1.068532,26.3746
19520,-26,2.067576,105.6361
19521,-18,-1.5831686,70.62682
19522,0,-4.2678175,191.7209
19523,-50,-2.6214197,93.48406
19524,6,1.6683013,67.38102
19525,-10,-5.712526,159.66946
19526,-50,-1.456072,44.494118
19527,-4,-5.089553,197.56516
19528,-44,0.53481233,55.007393
19529,-32,2.820241,97.521065
19530,-18,0.107158095,55.952858
19531,-22,5.391828,194.21135
19532,12,3.2738676,137.611
19533,-32,3.4439418,80.358406
19534,-18,1.6337818,71.9298
19535,-6,-5.855861,174.33989
19536,-50,-0.011642551,11.8338
19537,-50,0.043443747,33.02833
19538,-50,-1.5418875,62.061966
19539,12,5.8580885,195.59383
19540,26,1.1975948,125.33161
19541,-50,-3.1024456,90.98696
19542,10,4.999856,307.67908
19543,-30,3.078604,66.69234
19544,-50,1.2427526,43.517387
19545,12,5.335338,344.84625
19546,-30,2.655236,52.924503
19547,-50,-0.84840536,97.47875
19548,-12,-4.145418,118.25855
19549,-50,-1.3053436,60.323334
19550,-50,0.85143787,33.34942
19551,-2,-2.7509117,125.83642
19552,-50,-1.7959697,97.64672
19553,-50,0.6020069,29.663902
19554,8,6.310509,339.88934
19555,-24,-2.271854,45.410538
19556,-38,-4.9206758,173.95541
19557,4,-3.8625536,109.46121
19558,-32,-6.393153,192.0653
19559,-26,-2.60518,49.73756
19560,-28,1.4151186,108.27627
19561,-18,-11.136074,337.14694
19562,10,-0.60600406,26.67254
19563,-50,-2.2238972,107.79112
19564,-18,-8.626274,214.19913
19565,2,5.2339506,226.20865
19566,-26,1.4952832,39.776287
19567,-50,-2.8129656,98.02608
19568,-26,1.2162179,65.82901
19569,-24,2.6238139,135.3826
19570,-50,0.06354204,18.494228
19571,-50,-1.3247539,32.03433
19572,-50,-0.79884875,40.010773
19573,-30,2.3872843,38.59406
19574,-38,1.4266876,82.95323
19575,-30,1.3239195,107.542786
19576,-50,-0.26002356,95.59248
19577,-18,-3.9497929,184.70178
19578,-50,-0.24758698,90.523895
19579,-12,-5.113599,147.85175
19580,-50,0.65100193,25.991692
19581,-50,-1.99522,84.744484
19582,-16,3.0337772,72.11829
19583,-32,2.3369887,51.12145
19584,-50,-3.998509,121.19378
19585,-20,2.9613953,87.7538
19586,-50,0.3805991,42.762474
19587,-50,-4.832337,163.32762
19588,-50,-0.7304296,38.805477
19589,-30,3.1002648,72.830345
19590,12,5.851933,157.65382
19591,-30,0.9396532,47.18187
19592,-38,-3.4975524,121.08967
19593,-50,-1.8947861,60.122486
19594,-28,1.3405007,57.98842
19595,-30,-0.8259208,36.871803
19596,-28,4.4241824,121.62128
19597,-50,0.4903969,25.07775
19598,-2,-2.5886364,107.13676
19599,-18,2.2840483,51.898487
19600,-40,-4.001211,90.045135
19601,-50,-3.6125214,96.95127
19602,-14,-4.612773,100.27688
19603,-50,0.20488457,16.296381
19604,-50,0.76312214,33.936825
19605,-8,-2.7584205,68.88978
19606,-28,0.2908964,38.11958
19607,-50,1.8902766,44.605507
19608,-32,2.5032613,132.74005
19609,30,2.7690575,228.2353
19610,-50,0.97481894,29.267002
19611,-16,-0.5338802,51.41302
19612,-30,1.5225945,27.190554
19613,-28,1.88466,69.76473
19614,-30,3.293249,61.750816
19615,-26,-1.9049883,30.518085
19616,14,4.99945,122.22434
19617,-18,-3.651246,60.554478
19618,12,9.580755,267.35583
19619,-50,-2.2091682,59.783215
19620,10,10.294358,407.09747
19621,-14,-9.005434,273.6585
19622,-18,1.3004012,32.30053
19623,-30,0.623094,20.06946
19624,-50,-1.1926948,36.722546
19625,-12,1.73075,53.03545
19626,-50,-0.39400533,10.344796
19627,-42,-1.658004,68.37711
19628,-6,-4.1431556,130.07127
19629,-50,-2.2570364,36.497913
19630,-50,-2.7365463,91.102234
19631,-8,-1.1733391,75.699524
19632,-32,1.3112746,63.975258
19633,-34,-0.25848034,19.917934
19634,-50,-0.3768265,103.394325
19635,-18,1.689135,50.281437
19636,-50,0.6220014,15.260306
19637,-22,2.9846725,93.53103
19638,-48,-5.848151,253.89783
19639,-50,-1.2427377,67.178024
19640,-50,-0.48262787,19.309568
19641,-50,-0.72411346,37.03927
19642,-34,2.0007656,31.709253
19643,-50,-1.1120673,99.34311
19644,50,13.405398,905.32935
19645,-44,-4.1356034,159.46637
19646,-50,-1.1552203,27.426638
19647,-50,-2.1117682,79.99717
19648,-44,-4.118638,122.477745
19649,-50,-2.1334815,57.596485
19650,-50,-0.24547319,15.662527
19651,12,9.606894,618.45935
19652,-50,-1.0296862,35.98884
19653,-50,1.2319422,22.757236
19654,-50,-2.7478414,69.92036
19655,-50,0.6060416,19.27677
19656,-50,-1.4584632,84.80171
19657,-28,3.5743918,173.68549
19658,-50,-4.46899,123.99591
19659,-30,2.7550466,70.23487
19660,8,6.6899314,548.28094
19661,-40,0.14420295,34.225998
19662,-2,-0.4120544,55.796127
19663,-42,-7.7305064,246.3016
19664,-28,2.7581034,121.68761
19665,-50,-1.9257295,30.5994
19666,-50,-2.3572366,83.699455
19667,-50,-1.7668741,86.445915
19668,-50,0.8497844,24.67536
19669,-50,2.336414,49.76512
19670,-50,-4.5316296,120.32213
19671,-34,1.9524586,39.24896
19672,-50,-0.55427873,41.216297
19673,-50,-2.6907113,60.90775
19674,-30,2.4416854,59.97844
19675,-36,-2.9397364,57.383213
19676,-50,-2.7328126,85.91292
19677,-26,0.93292385,45.011303
19678,-50,-1.4150147,87.649704
19679,-50,-0.8722528,87.34742
19680,-28,2.0744607,54.33592
19681,-50,-1.5929776,88.05002
19682,0,-1.446647,32.56285
19683,-40,-2.9316175,94.13247
19684,-50,-1.5483704,36.409126
19685,-44,-7.869967,310.20523
19686,-48,-3.363405,152.04236
19687,-14,-0.0527685,39.028885
19688,8,7.474482,304.1566
19689,-50,-0.78266674,83.871765
19690,2,0.9604414,83.30437
19691,-14,2.2407255,74.829765
19692,-32,3.752082,148.6083
19693,-50,-3.9164836,184.2548
19694,-24,0.4563809,31.264725
19695,-50,1.2311954,24.442995
19696,-50,-1.4987586,74.81021
19697,-22,0.7539771,39.734535
19698,-50,-2.253428,70.71058
19699,-4,-2.839531,92.89289
19700,-24,2.3314517,80.23778
19701,-26,3.6460755,129.63649
19702,-50,0.36804366,12.295101
19703,-50,-0.24861787,15.876676
19704,-28,0.8086629,28.183098
19705,-36,2.2138648,79.94491
19706,-50,-1.8973453,72.80334
19707,-16,-1.4693066,45.640064
19708,-50,-0.29409975,86.43939
19709,-50,1.9961929,36.434303
19710,-50,-2.1705918,72.91752
19711,12,6.088611,242.3742
19712,-16,1.3970306,29.307232
19713,-50,-1.1899525,78.7065
19714,-28,1.8708744,34.685413
19715,12,4.309712,142.14563
19716,-36,1.1615052,26.274197
19717,-6,0.3494184,72.50149
19718,-50,-0.3820273,87.71463
19719,-18,1.9517841,99.5959
19720,24,4.448065,184.64536
19721,-50,0.0820641,10.486782
19722,-50,-0.6776858,17.551458
19723,-50,-5.533509,125.57264
19724,-30,2.2723832,44.575497
19725,-46,-3.954418,141.07867
19726,-50,0.9325708,25.244062
19727,-50,1.3544736,29.398252
19728,-38,0.47992593,31.409756
19729,-50,1.6641622,35.438175
19730,-50,-0.2313437,8.318647
19731,-32,-0.4678467,20.578857
19732,-48,-4.8891087,139.83212
19733,-28,2.522804,54.746334
19734,10,6.394819,285.1983
19735,-50,-0.1367693,14.987152
19736,-32,2.2273645,37.685257
19737,-28,0.6873584,18.207832
19738,-12,0.6752239,30.567528
19739,-50,0.5351023,14.7348585
