batch,score,loss,loss_v
3294,-50,-3.654331,366.02698
3295,-50,-3.519489,365.98563
3296,-42,-8.200564,344.29828
3297,-50,-2.3708088,365.88583
3298,-50,-7.639062,365.8449
3299,-50,-2.091798,365.78568
3300,-32,-4.595036,283.92798
3301,-34,-3.2188973,129.32632
3302,-50,-7.7568197,365.63416
3303,-50,-8.881033,365.5855
3304,-50,-7.513025,365.5339
3305,-44,-3.4621782,261.3169
3306,-50,-0.8412089,365.4277
3307,-50,-0.6793036,365.3744
3308,-50,-5.1013494,365.32324
3309,-26,-7.2678084,190.33705
3310,-28,-5.3303676,85.03801
3311,-4,0.30993325,19.095295
3312,-50,-5.888901,365.121
3313,6,5.0807576,116.59915
3314,-48,-5.1051307,362.6634
3315,-4,1.8181883,34.80655
3316,-50,-3.1235206,364.9611
3317,-40,-5.5352354,249.0855
3318,-50,-5.375773,364.88403
3319,-50,-0.4889353,364.8417
3320,-50,-3.5025845,364.80026
3321,-50,-2.6501968,364.75574
3322,-50,-2.749679,364.7101
3323,-34,-3.740331,296.90567
3324,-50,-5.8954377,364.61694
3325,-50,-0.33428773,364.56625
3326,-50,-4.993718,364.51718
3327,-50,-2.644037,364.46793
3328,-50,-1.3239095,364.4143
3329,-50,-3.3911905,364.36353
3330,-46,-8.667947,357.40872
3331,-50,-8.101223,364.25882
3332,-50,-2.6001873,364.2024
3333,-50,-0.34787834,364.148
3334,-50,-1.7627773,364.094
3335,-50,-2.5206466,364.0389
3336,-26,-3.705864,96.8382
3337,-50,-5.951612,363.93997
3338,-50,-4.069587,363.879
3339,-50,-5.7321653,363.8285
3340,-50,-1.5629038,363.77118
3341,-50,-1.7101547,363.7159
3342,-50,-2.1443815,363.6614
3343,-44,-6.514089,256.663
3344,-50,-3.435375,363.55173
3345,-50,-1.6106856,363.49646
3346,-50,-5.494516,363.44202
3347,-50,-4.039016,363.38647
3348,-50,-0.3992809,363.32956
3349,-30,-5.3444824,143.75127
3350,-50,-2.641187,363.21976
3351,-50,-4.1596775,363.16504
3352,-50,-5.263504,363.11594
3353,-50,-3.4384468,363.05386
3354,-40,-4.1435304,331.7389
3355,-50,-0.42211813,362.94305
3356,-50,-6.882055,362.8947
3357,-50,-2.7998776,362.83
3358,-50,-2.460547,362.77423
3359,-50,-3.5578508,362.71735
3360,-50,-2.7291706,362.6607
3361,4,6.2336264,268.74533
3362,-50,-5.4491577,362.5578
3363,-50,-4.308678,362.51147
3364,-30,-3.6046207,127.50185
3365,-30,-7.0065823,266.67102
3366,-50,-2.9590898,362.3658
3367,-48,-2.3754466,359.95438
3368,-36,-6.186088,307.8698
3369,-44,-5.202694,348.87997
3370,-38,-2.8774352,165.62129
3371,-24,-6.625582,221.60898
3372,-50,-4.7081227,362.06833
3373,-50,-0.63530964,362.017
3374,-50,-3.9827473,361.9682
3375,-50,-3.7820392,361.916
3376,-34,-5.39421,159.32372
3377,-50,-3.0195305,361.81226
3378,-50,-1.5803118,361.76126
3379,-44,-2.6974015,306.24377
3380,-10,-2.9268584,128.63821
3381,-38,-4.22643,217.9246
3382,-34,-6.987777,242.42493
3383,-50,-1.8416188,361.51022
3384,-38,-2.8384447,136.86346
3385,-40,-6.444346,330.2256
3386,-50,-0.734446,361.36203
3387,-44,-5.5505533,228.57936
3388,-50,-1.4229717,361.26404
3389,-50,-3.1991017,361.2148
3390,-20,-0.5926139,30.13333
3391,-50,-3.9956918,361.11703
3392,-50,-2.4386992,361.06976
3393,-12,-5.3049765,139.17076
3394,-50,-1.8462869,360.9724
3395,-8,2.5392876,75.9392
3396,-42,-6.0057473,339.41394
3397,-50,-0.3818176,360.84122
3398,-50,-3.007913,360.79608
3399,-50,-0.5035238,360.74985
3400,-48,-2.6554735,358.3573
3401,-50,-1.6415652,360.65414
3402,-50,-0.68875444,360.60425
3403,-50,-4.3377347,360.55423
3404,-40,-3.3616292,329.37683
3405,-50,-2.5622077,360.4524
3406,-50,-6.5950265,360.40433
3407,-2,-2.6052997,98.47792
3408,-50,-2.665824,360.29813
3409,-40,-3.7069957,329.131
3410,-26,-5.9477577,190.52658
3411,-46,-4.357679,353.2991
3412,-50,-2.9241412,360.09726
3413,-24,-5.63849,220.11261
3414,-22,-1.4113008,31.195162
3415,-36,-3.4049523,134.08403
3416,-50,-5.1304975,359.90234
3417,-40,-3.499505,187.77303
3418,-46,-4.057274,352.96118
3419,-50,-4.634498,359.76715
3420,-30,-4.694776,264.41702
3421,-50,-3.5982058,359.66266
3422,-50,-0.22186494,359.6117
3423,-44,-5.18722,226.79019
3424,-42,-3.6829624,338.08676
3425,-26,-3.2723882,234.62157
3426,-44,-4.7510676,247.5337
3427,-50,-2.8833673,359.36136
3428,-50,-1.7827969,359.30954
3429,-40,-4.352892,328.18796
3430,-42,-6.3210726,337.78937
3431,-38,-4.8291,159.24207
3432,-36,-5.920008,304.9836
3433,-50,-1.6687064,359.04968
3434,-50,-1.4138091,358.99734
3435,-50,-2.4968839,358.9453
3436,-50,-1.6892265,358.89133
3437,-50,-3.3381634,358.83813
3438,-50,-2.9832795,358.7835
3439,-38,-3.8987007,316.7255
3440,-42,-2.7951162,337.2852
3441,-50,-5.118969,358.62167
3442,-40,-6.919839,327.519
3443,-10,-2.6344907,127.37548
3444,-50,-0.31359383,358.45673
3445,-50,-0.1579191,358.40414
3446,-50,-1.7123302,358.35144
3447,-48,-4.0177956,355.9576
3448,-50,-0.16835277,358.24277
3449,-50,-0.19972767,358.18802
3450,-50,-1.589731,358.13226
3451,-44,-5.909335,344.83398
3452,-50,-6.36136,358.02097
3453,-46,-1.348801,284.49857
3454,-32,-1.2593726,109.574295
3455,-40,-3.7364426,326.86163
3456,-50,-0.27207243,357.8055
3457,-50,-1.5507916,357.75375
3458,-38,-2.1955938,315.76456
3459,-50,-3.9464507,357.64685
3460,-50,-1.6809883,357.59183
3461,-16,-0.059534863,33.359146
3462,-32,-2.3738,93.86342
3463,-28,-1.3475254,108.74589
3464,-8,1.5465393,82.77505
3465,-50,-3.4693668,357.3627
3466,-40,-4.2099724,326.34756
3467,12,10.688483,457.94962
3468,-50,-0.22363257,357.2471
3469,-50,-1.4856133,357.21683
3470,-50,-1.6648158,357.17746
3471,-36,-5.3145065,303.19617
3472,-44,-3.5350854,343.87704
3473,-50,-2.218375,357.05844
3474,-44,-5.241357,343.78485
3475,-50,-3.0199833,356.97055
3476,-50,-0.25080565,356.92535
3477,-50,-3.9418163,356.87936
3478,-38,-7.4344196,314.94666
3479,-34,-4.886188,175.4906
3480,-36,-3.5812736,132.21114
3481,-50,-4.8922706,356.68875
3482,-50,-0.17506397,356.64124
3483,-50,-0.21907789,356.59314
3484,-50,-1.8456799,356.54782
3485,-32,-8.267679,275.9875
3486,-50,-3.8774636,356.443
3487,-44,-5.5410514,247.75633
3488,-50,-0.2899149,356.34195
3489,-50,-1.4225332,356.28952
3490,-50,-4.1578975,356.23938
3491,-32,-2.089166,93.257835
3492,-20,-2.5465028,188.26144
3493,-44,-4.581267,342.86993
3494,-44,-4.564579,250.342
3495,-50,-1.6635256,355.9848
3496,-50,-2.0740638,355.935
3497,-50,-3.6766117,355.88257
3498,-32,-4.3266854,84.458244
3499,-50,-3.0899937,355.78128
3500,-50,-0.2202381,355.72958
3501,-12,-3.4560707,61.934532
3502,-38,-3.6908407,166.00523
3503,-36,-1.5134344,141.02226
3504,-26,-3.976508,78.30966
3505,-14,0.8637567,40.700085
3506,-50,-2.5429964,355.45288
3507,-50,-1.8494378,355.41125
3508,-50,-3.836027,355.37366
3509,-50,-3.253211,355.32562
3510,-50,-1.3607563,355.27893
3511,-44,-5.8773556,342.03876
3512,-30,-3.9789007,181.74094
3513,-50,-0.15681785,355.1377
3514,-50,-1.4972429,355.08997
3515,-30,-2.7627838,139.87062
3516,-50,-2.981974,354.9941
3517,-50,-3.8491929,354.94656
3518,-46,-2.7010267,282.8511
3519,-26,-2.034707,48.23846
3520,-50,-0.2892762,354.8014
3521,-24,-2.2455342,41.14375
3522,-50,-3.3439093,354.70996
3523,-50,-1.4658839,354.66434
3524,-24,-5.572549,92.377205
3525,-32,-6.4303675,245.2005
3526,-32,-3.3895042,126.76695
3527,-42,-2.7361856,217.50264
3528,-28,-2.6763067,89.035126
3529,-50,-1.4643857,354.3945
3530,-18,-3.0591838,173.29594
3531,-50,-2.9852476,354.30505
3532,-40,-4.684725,323.43118
3533,-26,-5.076572,230.64969
3534,-50,-2.6466196,354.167
3535,-50,-0.31968445,354.11923
3536,-50,-0.12644273,354.07062
3537,-20,-3.3112867,186.91309
3538,-50,-0.119368784,353.97302
3539,-50,-2.6117148,353.92435
3540,-50,-3.7568285,353.876
3541,-34,-2.3074977,112.36582
3542,-24,-6.1531267,136.1955
3543,-50,-0.10302755,353.72418
3544,-46,-4.0200763,346.87878
3545,-50,-0.12225266,353.6246
3546,-50,-0.35664245,353.57394
3547,-50,-2.4736567,353.52246
3548,-50,-2.4594543,353.4717
3549,-34,-3.7926397,127.434845
3550,-42,-4.3913283,220.36115
3551,-28,-2.2126145,68.942726
3552,-50,-0.5110639,353.27032
3553,-50,-1.3754826,353.22083
3554,-32,-4.150921,189.16837
3555,-38,-6.0027747,221.94557
3556,-50,-0.23748216,353.07407
3557,-50,-1.540936,353.02515
3558,-50,-1.6992705,352.975
3559,-34,-7.799636,286.5059
3560,-28,-2.4974594,59.403652
3561,-50,-1.6126105,352.8295
3562,-50,-0.1449924,352.77585
3563,-30,-6.3474545,258.6466
3564,-20,-6.0719657,186.04852
3565,-50,-3.3452227,352.62997
3566,-50,-0.13268611,352.57767
3567,-50,-2.3726804,352.5269
3568,-34,-1.6991942,116.63399
3569,-50,-1.5351001,352.42825
3570,-26,-4.1693807,114.36286
3571,-30,-1.3741577,91.87566
3572,-40,-5.02688,187.59108
3573,-50,-5.3610396,352.23993
3574,-50,-4.396143,352.18954
3575,-32,-1.4051553,109.35655
3576,-50,-0.4032651,352.09845
3577,-28,-3.567822,89.88996
3578,-50,-0.22572222,352.0078
3579,-50,-0.12956768,351.96222
3580,-26,-1.5589156,126.0441
3581,-50,-1.7052892,351.87048
3582,-26,-2.3627849,160.5186
3583,-50,-6.681512,351.78506
3584,-50,-1.8176845,351.733
3585,-46,-5.426554,275.9693
3586,-50,-0.2733061,351.6385
3587,-50,-1.7579829,351.59015
3588,-50,-0.12721701,351.5396
3589,-50,-0.1220959,351.48965
3590,-40,-5.3437896,320.74814
3591,-4,3.694234,123.84762
3592,-22,-3.8917902,199.36156
3593,-50,-4.5651364,351.30347
3594,-28,-1.548781,131.83769
3595,-38,-2.1567225,209.95453
3596,-42,-4.5052133,330.02036
3597,-46,-1.2245874,344.36282
3598,-50,-1.7412312,351.078
3599,-26,-1.4460236,99.71248
3600,-26,-2.8256214,141.66243
3601,-40,-2.3922143,185.4451
3602,-50,-3.9369636,350.9037
3603,-50,-3.2139373,350.8568
3604,-46,-2.7179012,344.05383
3605,-50,-0.35437113,350.7652
3606,-50,-0.19370116,350.71683
3607,-50,-1.8058004,350.66788
3608,-46,-5.3669677,343.86136
3609,-46,-3.5980704,343.81265
3610,-44,-3.6954195,240.2009
3611,-50,-1.8371937,350.4671
3612,-50,-1.7784142,350.41547
3613,-24,-4.1660066,213.1305
3614,-50,-1.1688131,350.31223
3615,-36,-2.236332,151.47592
3616,-40,-7.990741,319.57712
3617,-38,-5.1219974,308.74118
3618,-30,-5.72295,149.13576
3619,-32,-3.1115391,114.66099
3620,-50,-1.7932554,350.01245
3621,-50,-0.13399597,349.96454
3622,-22,-2.1829114,198.39862
3623,-50,-0.24365681,349.86755
3624,-50,-0.23265086,349.8191
3625,-50,-1.4976038,349.76935
3626,-50,-0.14911787,349.71817
3627,-50,-1.9145036,349.66656
3628,-50,-0.20664282,349.61584
3629,-46,-7.2474756,278.10202
3630,-24,-5.307612,117.64896
3631,-50,-0.24361679,349.46036
3632,-50,-3.205615,349.40796
3633,-38,-4.853845,307.99356
3634,-50,-2.227984,349.30536
3635,-18,-5.102734,131.59517
3636,-50,-0.30543783,349.2012
3637,-50,-1.5123372,349.1502
3638,-50,-3.0580614,349.101
3639,-50,-1.6947529,349.04532
3640,-42,-2.692125,327.91226
3641,-32,-2.7997415,89.91633
3642,-34,-3.851202,170.10541
3643,-28,-3.0942063,169.38432
3644,-32,-8.052951,240.49147
3645,-50,-1.6124381,348.74274
3646,-50,-0.7764554,348.6993
3647,-50,-2.3742316,348.6473
3648,-50,-1.5671841,348.59958
3649,-50,-2.7728674,348.5476
3650,-18,-0.50095594,30.968182
3651,-50,-0.7147459,348.44534
3652,-50,-1.6162944,348.39633
3653,-50,-0.19192713,348.3473
3654,-50,-0.205663,348.29785
3655,-26,-6.869814,226.12402
3656,-44,-5.34268,335.15024
3657,-38,-6.624218,250.737
3658,-50,-1.714442,348.0961
3659,-30,-2.6476223,72.30163
3660,-26,-4.4174213,85.65075
3661,-50,-0.38598734,347.94946
3662,-50,-0.52845776,347.90176
3663,-50,-2.8896806,347.85214
3664,-26,-3.0278013,69.17955
3665,-50,-2.9001665,347.756
3666,-50,-0.16734889,347.70813
3667,-50,-0.49374422,347.6586
3668,-24,-4.5039535,102.09339
3669,-50,-4.985958,347.56265
3670,-32,-2.2089217,140.54431
3671,-50,-0.3964938,347.4659
3672,-50,-1.3485885,347.41754
3673,-50,-0.2962221,347.36847
3674,-40,-5.0906367,182.86162
3675,-46,-3.1321356,274.01233
3676,-50,-1.5466325,347.22043
3677,-42,-3.4311981,326.15182
3678,-50,-3.678068,347.12064
3679,-38,-3.8970687,155.74666
3680,-50,-0.31890523,347.0182
3681,-30,-1.776216,80.34315
3682,-14,-3.021256,143.98149
3683,-50,-2.224001,346.87418
3684,-26,-2.2790024,109.43715
3685,-42,-3.876796,215.22362
3686,-50,-0.61220795,346.7382
3687,-50,-3.8618095,346.69113
3688,-50,-0.4615392,346.64548
3689,-50,-2.811444,346.5971
3690,-50,-4.22355,346.55173
3691,-50,-1.5309364,346.49863
3692,-50,-4.5728097,346.44876
3693,-50,-4.378367,346.39734
3694,-18,-4.342508,97.69123
3695,-38,-8.143991,305.1364
3696,10,10.794884,436.32153
3697,-16,-3.2790675,155.66238
3698,-50,-4.0888386,346.16922
3699,-50,-5.12724,346.12997
3700,-50,-3.3042965,346.08994
3701,-44,-7.3308563,333.03207
3702,-12,-1.1538749,21.205444
3703,-50,-3.224377,345.95908
3704,-50,-0.4980479,345.91547
3705,-50,-0.31540498,345.87146
3706,-38,-4.765149,304.70718
3707,-50,-1.7051414,345.78058
3708,-50,-0.9284544,345.73483
3709,-32,-7.006059,165.28935
3710,-50,-1.6265391,345.63837
3711,-42,-4.4211435,324.63428
3712,-50,-2.9841871,345.54156
3713,-50,-0.62180555,345.49194
3714,-50,-3.3083308,345.4486
3715,-50,-0.6489019,345.391
3716,-50,-2.7079914,345.3429
3717,-50,-4.4479313,345.29056
3718,-42,-4.3561926,210.3503
3719,-50,-1.6298426,345.18417
3720,-50,-3.373119,345.1361
3721,-40,-6.362095,314.7069
3722,-16,0.054893237,34.25329
3723,-30,-6.964702,145.87914
3724,-50,-2.737988,344.93195
3725,-50,-7.777499,344.88797
3726,-50,-1.2780092,344.83575
3727,-50,-4.770822,344.7898
3728,-50,-3.8803387,344.74014
3729,-42,-5.9737663,249.50111
3730,-50,-1.5903611,344.6357
3731,-50,-2.451957,344.58777
3732,-34,-5.5374546,248.09195
3733,-26,-3.082423,121.912796
3734,-50,-1.523358,344.43356
3735,-50,-1.6191517,344.38354
3736,-50,-5.269049,344.33353
3737,-32,-5.145051,265.54675
3738,-50,-1.8398398,344.2327
3739,-50,-2.3475251,344.18082
3740,-50,-2.3068514,344.12888
3741,-50,-0.5261023,344.0769
3742,-38,-5.3086686,303.0301
3743,-26,-2.54289,45.162277
3744,-48,-6.8493624,341.62527
3745,-50,-4.9798307,343.87164
3746,-50,-3.8423169,343.8202
3747,-50,-2.6512897,343.7705
3748,-50,-0.388394,343.71655
3749,-50,-0.5417178,343.66486
3750,-50,-9.322868,343.61877
3751,-50,-5.5360885,343.56204
3752,-50,-3.330696,343.5053
3753,-50,-1.5184023,343.45074
3754,-28,-3.5968938,236.79881
3755,-50,-1.9850765,343.34567
3756,-50,-2.7946622,343.28967
3757,-24,-5.175916,102.78348
3758,-6,3.4118063,103.23587
3759,-50,-2.5570438,343.14108
3760,-50,-0.4414542,343.09418
3761,-50,-2.8802085,343.04675
3762,-38,-6.5212827,302.08096
3763,-24,-1.2046667,33.91664
3764,-50,-2.6369324,342.90686
3765,-50,-7.233689,342.8613
3766,-20,-6.5833344,179.79767
3767,-50,-1.7066531,342.767
3768,-48,-5.8877783,340.4293
3769,-50,-1.3582581,342.67163
3770,-50,-1.4951537,342.62234
3771,-34,-3.3585343,141.89885
3772,-50,-3.8854675,342.52344
3773,-50,-4.238332,342.47867
3774,-50,-1.4267467,342.42657
3775,-50,-5.3009505,342.37656
3776,-50,-3.728111,342.32535
3777,-50,-1.7425249,342.27423
3778,-50,-1.5615911,342.22183
3779,2,-1.968985,92.7377
3780,-50,-1.4214373,342.1208
3781,-50,-2.2107692,342.0734
3782,-50,-1.2646447,342.022
3783,-44,-4.998046,329.0428
3784,-50,-4.4118443,341.92065
3785,2,-2.0451016,92.72732
3786,-50,-2.3792515,341.8214
3787,-32,-5.4600854,208.48277
3788,-50,-0.386606,341.72507
3789,-50,-1.9919205,341.6761
3790,-46,-5.4718385,269.0151
3791,-50,-0.43449017,341.57703
3792,-50,-2.4374387,341.52744
3793,-36,-4.9929824,172.73979
3794,-50,-5.862477,341.42783
3795,-50,-5.3136854,341.37802
3796,-50,-1.7077591,341.32626
3797,-50,-0.6680791,341.2743
3798,-30,-5.6844807,197.07684
3799,-50,-2.8968554,341.17285
3800,-30,-6.514174,161.6254
3801,-42,-7.9384236,320.26086
3802,-50,-6.0816746,341.02286
3803,4,6.594795,243.68158
3804,-50,-3.7345407,340.9286
3805,-50,-0.27396667,340.88538
3806,-50,-8.097035,340.84253
3807,-24,-2.0008376,36.186874
3808,-28,-3.8478703,84.50143
3809,-50,-2.4925127,340.71152
3810,-10,1.8826394,65.711754
3811,-50,-1.420098,340.63297
3812,-24,-4.8112664,206.14124
3813,-50,-0.24174683,340.55478
3814,-50,-1.5393785,340.51352
3815,-42,-6.951883,203.24225
3816,-28,-5.3378267,234.4548
3817,-50,-2.3743143,340.38565
3818,-50,-2.805059,340.34
3819,-30,-5.8896837,135.37613
3820,-50,-4.1951585,340.25177
3821,-34,-3.4406867,100.80822
3822,-40,-4.9692826,310.03738
3823,-22,-1.9858463,42.001076
3824,-50,-5.600218,340.07483
3825,-24,-2.2623692,142.17291
3826,-50,-2.484785,339.9891
3827,-50,-3.4002762,339.94556
3828,-22,-2.3283558,43.416256
3829,-50,-3.3032277,339.85886
3830,6,3.2411435,61.247894
3831,-50,-4.439241,339.77625
3832,-50,-1.9370401,339.73642
3833,-6,2.3854475,70.926956
3834,-30,-2.3451798,63.33481
3835,-42,-3.4441273,206.02596
3836,-32,-5.763284,182.89105
3837,-36,-5.4181237,287.22833
3838,-50,-1.7584758,339.51956
3839,-50,-2.0559943,339.482
3840,-36,-6.336407,223.51117
3841,-28,-6.527438,147.45642
3842,-50,-1.4049631,339.3583
3843,-50,-0.2378356,339.31665
3844,-50,-1.6911122,339.2725
3845,-50,-4.1451473,339.2278
3846,-50,-1.3557825,339.1823
3847,-50,-1.4298298,339.13507
3848,-50,-2.6814728,339.08682
3849,-50,-5.4352517,339.0385
3850,-42,-5.2418027,288.79205
3851,-50,-4.3216443,338.93927
3852,-50,-0.38849747,338.88812
3853,-50,-1.6367718,338.83752
3854,-50,-0.2017799,338.78555
3855,-50,-2.36858,338.73383
3856,-50,-1.6804903,338.6804
3857,-30,-2.434815,149.09889
3858,-50,-1.898927,338.57773
3859,-50,-2.4515467,338.5265
3860,-26,-2.0036516,94.051544
3861,-50,-3.8689306,338.42593
3862,-50,-3.397925,338.38046
3863,-30,-3.810543,83.93542
3864,-30,-5.313035,194.89604
3865,-20,-4.1664615,52.578983
3866,-12,-3.4919965,58.83946
3867,-50,-2.8530285,338.14462
3868,-50,-1.5004579,338.1014
3869,-50,-4.328823,338.0586
3870,-50,-1.3367342,338.00897
3871,-50,-6.4235954,337.96252
3872,-50,-0.36485258,337.91492
3873,-50,-2.6097999,337.8684
3874,-50,-2.3020494,337.81964
3875,-50,-2.4938524,337.76562
3876,-50,-0.38968593,337.7154
3877,-42,-4.8842244,201.10246
3878,-28,-5.139476,134.38231
3879,-50,-3.1835113,337.5646
3880,-50,-1.8199612,337.51437
3881,-50,-4.7226887,337.46555
3882,-50,-0.60977256,337.41235
3883,-50,-0.6714407,337.36005
3884,-50,-1.5762501,337.30878
3885,-30,-2.0185652,129.34358
3886,-50,-1.6871492,337.20645
3887,-50,-4.3801517,337.15598
3888,-50,-0.2716844,337.10425
3889,-50,-4.7073197,337.05298
3890,-22,-6.804208,189.68031
3891,-50,-2.1544719,336.94974
3892,-28,-2.083965,95.84859
3893,-50,-2.431116,336.8495
3894,-50,-1.7538264,336.80038
3895,-50,-1.3877324,336.75055
3896,-48,-4.0951705,334.42258
3897,-46,-5.2320876,330.02628
3898,-26,-3.5799055,217.34799
3899,-26,-2.8262918,133.01016
3900,-50,-3.213122,336.49863
3901,-50,-4.094667,336.44867
3902,-50,-3.702501,336.39716
3903,-50,-2.8622296,336.34726
3904,-50,-0.6607318,336.29648
3905,-50,-5.0370736,336.24402
3906,-50,-0.25413653,336.19214
3907,-50,-0.26129317,336.13965
3908,-50,-2.2786117,336.08655
3909,-50,-2.6285093,336.03415
3910,4,1.9018432,40.609093
3911,-50,-4.6084037,335.93515
3912,-14,-2.5202186,38.95013
3913,-50,-2.7319763,335.84164
3914,-32,-3.3953762,176.74664
3915,-30,-6.3323336,170.65627
3916,-50,-3.6395934,335.7066
3917,-50,-3.2833743,335.6613
3918,-50,-1.7971287,335.61526
3919,-36,-3.586066,129.08601
3920,-50,-1.554835,335.52173
3921,-8,-0.23418841,17.13348
3922,-28,-4.8438807,230.51414
3923,-50,-3.688725,335.39316
3924,-18,-3.4580848,71.04547
3925,-50,-1.4612346,335.3014
3926,-50,-2.6691198,335.2575
3927,-18,-3.3628902,49.68628
3928,-50,-1.606578,335.1702
3929,-50,-4.460589,335.12463
3930,-50,-1.5506686,335.08008
3931,-50,-1.4011254,335.03455
3932,-36,-3.719743,283.08582
3933,-50,-3.3705668,334.94
3934,-50,-4.515531,334.89075
3935,-30,-3.4091625,126.69255
3936,-50,-4.3559,334.796
3937,-50,-5.7707877,334.74585
3938,-50,-1.6167597,334.69522
3939,-50,-2.7117689,334.64578
3940,-50,-3.034125,334.5942
3941,-50,-0.30769995,334.54327
3942,-50,-4.577222,334.49158
3943,-50,-5.3077955,334.4403
3944,-50,-3.5516934,334.38812
3945,-50,-3.2233155,334.33594
3946,-50,-3.9596426,334.28357
3947,-50,-4.5956693,334.23038
3948,-50,-2.2127945,334.17465
3949,-50,-3.6332653,334.121
3950,-12,-0.97027224,20.125015
3951,-28,-6.1434054,106.543205
3952,-36,-4.350728,282.16336
3953,0,4.4497385,81.98578
3954,-46,-4.648056,327.28714
3955,-50,-6.1502657,333.8397
3956,-42,-4.1948886,238.51682
3957,-2,-3.610661,94.16044
3958,-40,-4.220834,233.05168
3959,-46,-5.1569924,266.09048
3960,-50,-0.5968502,333.62518
3961,-18,-4.1726594,161.0978
3962,-50,-5.2855945,333.5404
3963,-50,-3.0802195,333.4937
3964,-50,-5.0046945,333.45102
3965,-34,-3.4857993,101.74851
3966,-34,-2.681758,106.47816
3967,-50,-3.512332,333.3128
3968,-50,-0.31843388,333.26703
3969,-50,-5.9398594,333.22403
3970,-44,-5.6623473,320.42575
3971,-50,-5.100881,333.12988
3972,-50,-4.527086,333.07758
3973,-6,-0.00907144,17.366444
3974,-30,-3.295404,115.56999
3975,-50,-2.4769855,332.94083
3976,-30,-4.099267,146.97514
3977,-50,-2.001398,332.85535
3978,-50,-1.3151081,332.81067
3979,-50,-5.229225,332.7665
3980,-50,-2.4940994,332.71933
3981,-50,-0.26017722,332.6731
3982,-38,-5.7818375,292.4327
3983,-50,-4.6058216,332.57727
3984,-50,-0.46996254,332.5277
3985,-24,-3.4554837,57.001427
3986,-50,-1.2817707,332.4308
3987,-10,-3.662982,117.2282
3988,-50,-1.6153256,332.33655
3989,-50,-1.3555815,332.28925
3990,-50,-4.6550636,332.24313
3991,-38,-3.994958,292.03192
3992,-28,-3.8816867,102.86499
3993,-50,-6.3183246,332.09875
3994,-6,1.5888426,61.716103
3995,-50,-3.3254,332.0084
3996,-50,-2.0433745,331.96475
3997,-20,-1.9822482,35.20211
3998,-50,-8.08046,331.8817
3999,-50,-4.87351,331.83875
4000,-50,-4.3712034,331.79395
4001,-50,-5.405013,331.74884
4002,-10,0.681325,36.852757
4003,-22,-4.080258,57.44001
4004,-6,1.3161002,29.976797
4005,-26,-2.7822554,147.53493
4006,-50,-0.24167846,331.55325
4007,-24,-2.791225,64.59908
4008,-50,-2.162205,331.4816
4009,-34,-4.6086397,267.56525
4010,-40,-3.9932504,175.66953
4011,-24,-2.0007596,43.912907
4012,-50,-0.31789076,331.32922
4013,-44,-7.4600186,318.58118
4014,-50,-1.4794918,331.24985
4015,-10,-3.2598915,116.787285
4016,-36,-6.155916,279.62393
4017,-14,-0.78313965,23.614277
4018,-50,-4.02026,331.08682
4019,-50,-0.874073,331.04758
4020,-50,-5.0637517,331.0053
4021,-20,-3.3717906,172.34645
4022,-50,-7.0955467,330.92065
4023,-50,-3.6218379,330.87836
4024,16,2.2812536,158.05643
4025,-42,-5.1036453,310.33145
4026,-28,-4.6115336,144.19948
4027,-50,-2.6070817,330.71194
4028,-50,-2.327347,330.6737
4029,-36,-5.3977604,162.5511
4030,-26,-3.4991312,146.89577
4031,-24,-3.8772488,198.9753
4032,-50,-6.059034,330.49976
4033,-44,-4.346799,277.5721
4034,-50,-3.8204098,330.41098
4035,-26,-4.9945054,129.34343
4036,-50,-2.4687698,330.32214
4037,-50,-0.32212013,330.2765
4038,-50,-0.32504302,330.23056
4039,-38,-3.471452,154.015
4040,-50,-6.7456226,330.1378
4041,-22,-1.1724774,35.155285
4042,-22,-2.3951914,44.010426
4043,-40,-7.213622,300.39896
4044,-50,-0.26615724,329.96246
4045,-50,-2.2778087,329.91867
4046,-50,-3.4281168,329.87497
4047,-50,-3.6425824,329.82767
4048,-18,-0.67950386,29.802845
4049,-18,-3.7023003,158.86823
4050,-50,-4.515935,329.69675
4051,-50,-2.9165409,329.65198
4052,-50,-9.358508,329.6069
4053,-50,-1.5055933,329.56052
4054,-50,-7.3040123,329.5141
4055,-50,-1.6198406,329.466
4056,-50,-0.4492099,329.4177
4057,-34,-2.9877763,99.686844
4058,-18,-0.9217032,28.517698
4059,-50,-4.740662,329.27722
4060,-50,-1.5941926,329.2317
4061,-34,-8.161273,265.57986
4062,-30,-4.1769404,239.2483
4063,-46,-3.4398391,257.93146
4064,-36,-5.497492,277.70496
4065,0,2.5272295,55.368164
4066,-44,-4.0244145,227.85161
4067,-50,-5.356369,328.91632
4068,-50,-5.3073006,328.87555
4069,-50,-1.6772951,328.8292
4070,-50,-3.4277594,328.7841
4071,-50,-2.4767282,328.73767
4072,-10,-1.791503,29.138
4073,-6,1.686319,55.930458
4074,-50,-6.5934663,328.6087
4075,-50,-1.2901086,328.56848
4076,-50,-3.7911644,328.52725
4077,-50,-1.5025218,328.48395
4078,-50,-2.1691658,328.43997
4079,-50,-6.567855,328.39493
4080,-50,-1.6789807,328.34882
4081,-50,-3.441148,328.30536
4082,-50,-4.619331,328.25293
4083,-22,-2.456018,64.662056
4084,22,3.9193392,228.08762
4085,-50,-4.6306643,328.12024
