episode,avg_reward,avg_loss,avg_vloss,avg_aloss
2650,-4.39603,0.15187058,0.18820886,-0.036338326
2700,-4.4290333,-0.079468094,0.23776609,-0.31723422
2750,-4.5377307,-0.056697436,0.2529016,-0.3095991
2800,-4.6430683,-0.028316827,0.23934346,-0.26766026
2850,-4.4758534,0.20331188,0.2413271,-0.038015224
2900,-4.390243,0.016193783,0.24418324,-0.22798952
2950,-4.300712,-0.11443834,0.20045215,-0.31489047
3000,-4.3015823,0.14658256,0.22334868,-0.07676614
3050,-4.2524,0.31712908,0.23574194,0.08138708
3100,-4.3263335,0.30155125,0.2554944,0.046056863
3150,-4.3346205,0.14422424,0.2325532,-0.08832895
3200,-4.480364,0.29713884,0.24604934,0.05108948
3250,-4.4260206,-0.036808804,0.25713387,-0.29394275
3300,-4.235543,0.38167363,0.20458446,0.17708912
3350,-4.343674,0.14541672,0.29383296,-0.14841636
3400,-4.2645087,0.028290076,0.19545351,-0.16716349
3450,-4.3088193,-0.08781136,0.21953855,-0.30734992
3500,-4.325661,0.09817466,0.23243535,-0.13426067
3550,-4.394099,0.27025908,0.25201774,0.018241318
3600,-4.5827885,0.10550284,0.23976737,-0.13426456
3650,-4.3966656,0.1582634,0.21983168,-0.06156827
3700,-4.426517,0.42156655,0.22664477,0.19492184
3750,-4.37037,0.23246433,0.24200049,-0.009536172
3800,-4.3052025,0.33140007,0.26891875,0.062481355
3850,-4.285451,0.1925952,0.22816285,-0.035567656
3900,-4.262083,0.30875298,0.24108714,0.06766581
3950,-4.3305364,0.14507222,0.24322753,-0.09815527
4000,-4.3483872,0.18060093,0.27392972,-0.09332876
4050,-4.3320866,0.12272729,0.21873166,-0.09600434
4100,-4.204642,0.08122246,0.19961904,-0.118396625
4150,-4.2555275,-0.20464014,0.20244959,-0.40708965
4200,-4.112232,0.76774645,0.22681238,0.5409339
4250,-4.1493034,0.30848968,0.22050634,0.087983415
4300,-4.1509395,0.4451441,0.22203545,0.22310857
4350,-4.214345,0.359608,0.24084254,0.11876539
4400,-4.2690105,0.14256826,0.2859821,-0.14341381
4450,-4.220516,0.10758509,0.23972008,-0.13213497
4500,-4.187337,0.22619575,0.23683669,-0.010640993
4550,-4.204174,-0.16206516,0.26924315,-0.43130833
4600,-4.127232,0.31165072,0.24265419,0.06899655
4650,-4.2454414,-0.09989397,0.24850507,-0.34839904
4700,-4.2842245,0.14697058,0.2436565,-0.096685916
4750,-4.3901777,0.4469756,0.25087214,0.19610351
4800,-4.2636275,0.40143424,0.21896225,0.18247211
4850,-4.199592,0.038476754,0.19606636,-0.15758958
4900,-4.1710963,0.26216522,0.24271442,0.019450795
4950,-4.299699,-0.2792722,0.24968699,-0.5289593
5000,-4.26204,0.26903066,0.22717306,0.041857775
5050,-4.3003345,0.17786403,0.2170872,-0.039223175
5100,-4.3161125,-0.035194837,0.24571444,-0.28090927
5150,-4.376389,0.22310136,0.26525012,-0.04214874
5200,-4.346187,-0.1710144,0.24023587,-0.41125023
5250,-4.391469,-0.2318911,0.26391223,-0.49580327
5300,-4.2757497,0.015571052,0.23570707,-0.22013603
5350,-4.2847557,-0.28335902,0.27879792,-0.56215686
5400,-4.228809,-0.09177511,0.24430214,-0.3360773
5450,-4.3027306,0.12798268,0.26999778,-0.14201507
5500,-4.238007,0.1697287,0.24431281,-0.074584104
5550,-4.316865,-0.016912518,0.2625247,-0.2794372
5600,-4.207933,0.06258937,0.23647103,-0.17388165
5650,-4.200215,0.00402513,0.23958355,-0.23555851
5700,-4.0758286,0.35801288,0.245756,0.112256765
5750,-4.238565,0.00022303165,0.279052,-0.27882886
5800,-4.2874856,-0.23503257,0.25812423,-0.49315685
5850,-4.222079,-0.02387431,0.25311875,-0.27699307
5900,-4.2422075,0.12524734,0.22466248,-0.09941511
5950,-4.0980635,0.33675408,0.18627943,0.15047474
6000,-4.236726,0.06869182,0.24999014,-0.1812983
6050,-4.2264614,-0.2622877,0.24601842,-0.508306
6100,-4.2041936,0.1711846,0.27095902,-0.09977437
6150,-4.2099285,-0.07560453,0.23175013,-0.3073547
6200,-4.326552,-0.24568306,0.25881326,-0.5044963
6250,-4.2350993,-0.098528,0.2687104,-0.36723846
6300,-4.3382173,-0.005989909,0.22631119,-0.23230098
6350,-4.2588515,-0.01059545,0.25827152,-0.26886705
6400,-4.2471843,0.1806075,0.22448567,-0.043878216
6450,-4.212092,0.056733407,0.27762008,-0.22088662
6500,-4.3361998,-0.023925945,0.2611281,-0.28505406
6550,-4.2479463,-0.15083364,0.2837841,-0.43461776
6600,-4.202784,0.20076458,0.23894937,-0.038184743
6650,-4.1763997,0.18628633,0.25378764,-0.06750128
6700,-4.1945357,-0.22325212,0.20216027,-0.42541242
6750,-4.155439,0.3271755,0.22948597,0.097689465
6800,-4.208171,0.25606802,0.26209345,-0.006025467
6850,-4.3219433,-0.04648757,0.22347444,-0.26996195
6900,-4.2453737,0.25369418,0.21115747,0.04253673
6950,-4.2671003,0.20164247,0.20954865,-0.007906165
7000,-4.1485915,0.30702308,0.24091905,0.066104
7050,-4.2536335,0.2260988,0.25406098,-0.027962198
7100,-4.2283735,0.30779162,0.20954096,0.098250635
7150,-4.1850677,0.2295594,0.21426105,0.015298336
7200,-4.228149,0.06344771,0.27225888,-0.20881115
7250,-4.214845,0.22719568,0.22791988,-0.00072419166
7300,-4.11573,0.32058543,0.23474385,0.08584163
7350,-4.1658463,0.21531296,0.24231094,-0.026997948
7400,-4.22573,0.38697764,0.25846294,0.1285147
7450,-4.200555,0.021824555,0.22276956,-0.20094499
7500,-4.176502,0.22705962,0.25329682,-0.026237182
7550,-4.2771525,0.20028396,0.25758788,-0.057303917
7600,-4.2198324,0.27519825,0.26029652,0.01490171
7650,-4.3326745,0.16902664,0.22041918,-0.051392574
7700,-4.1707816,0.24072087,0.25639158,-0.015670694
7750,-4.2554708,0.24409121,0.23694623,0.0071449922
7800,-4.1621494,0.4367925,0.21088697,0.22590548
7850,-4.209011,0.39925876,0.21797852,0.18128031
7900,-4.177942,-0.16847235,0.2621972,-0.43066964
7950,-4.1952653,-0.50933695,0.24958909,-0.7589258
8000,-4.101968,0.15617827,0.23328656,-0.07710826
8050,-4.0987563,0.09415024,0.24594285,-0.15179262
8100,-4.214971,0.08747019,0.24434769,-0.15687747
8150,-4.1954174,0.19025919,0.24807847,-0.057819284
8200,-4.205006,0.2963045,0.23728666,0.059017878
8250,-4.15569,0.0046101916,0.22441271,-0.21980253
8300,-4.1712494,-0.029698925,0.23091747,-0.26061648
8350,-4.146809,0.021154985,0.24805039,-0.22689545
8400,-4.1882463,-0.16145244,0.24413465,-0.40558717
8450,-4.0836787,0.19985954,0.28520805,-0.08534847
8500,-4.202543,0.13364606,0.21763739,-0.08399135
8550,-4.239916,-0.0495037,0.2543143,-0.30381802
8600,-4.1338277,-0.023379277,0.26891094,-0.29229018
8650,-4.1319537,-0.16213869,0.25625315,-0.41839194
8700,-4.341543,0.034153167,0.23876128,-0.20460808
8750,-4.317813,0.14110106,0.19094269,-0.049841624
8800,-4.357856,-0.18108492,0.25233194,-0.4334168
8850,-4.3614044,-0.42525768,0.26332888,-0.6885866
8900,-4.2709126,-0.07997132,0.27083918,-0.35081047
8950,-4.1435137,0.28023207,0.22248937,0.057742693
9000,-4.209724,-0.13257557,0.23673673,-0.36931226
9050,-4.202664,0.21324791,0.2545081,-0.041260146
9100,-4.217847,0.31226876,0.2100147,0.10225398
9150,-4.187651,0.41435748,0.24749331,0.16686426
9200,-4.1052012,0.37709513,0.22039011,0.15670511
9250,-4.1520357,0.1370656,0.23194876,-0.09488316
9300,-4.1977677,0.10693602,0.2829418,-0.17600575
9350,-4.2072926,0.19279332,0.25382733,-0.061034
9400,-4.156844,0.36672202,0.25318456,0.113537475
9450,-4.150247,0.1681034,0.23279871,-0.06469528
9500,-4.1788726,-0.026804952,0.27266178,-0.2994668
9550,-4.155386,0.02772224,0.26810652,-0.2403843
9600,-4.2196937,0.024909856,0.2668479,-0.24193811
9650,-4.161179,0.17504224,0.20930555,-0.034263317
9700,-4.2038336,0.2442556,0.2272336,0.017021984
9750,-4.209093,0.2637335,0.24682483,0.01690874
9800,-4.085566,0.103944816,0.21982417,-0.11587933
9850,-4.111736,0.12354122,0.25784966,-0.13430847
9900,-4.2743287,0.6536435,0.24356146,0.410082
9950,-4.15406,0.34942514,0.22860645,0.12081875
10000,-4.265595,0.3650176,0.2299887,0.13502884
10050,-4.3495693,0.504973,0.23728214,0.26769084
10100,-4.3227696,0.19506462,0.23538943,-0.040324822
10150,-4.274803,-0.1863391,0.24906287,-0.43540195
10200,-4.2580543,0.24261044,0.25083038,-0.008219893
10250,-4.2183013,-0.21055257,0.24467777,-0.4552304
10300,-4.1030746,0.44024593,0.28363943,0.1566064
10350,-4.1757565,0.15105423,0.26959175,-0.11853746
10400,-4.2094398,0.17991473,0.23987064,-0.05995592
10450,-4.178101,0.024222698,0.26384556,-0.23962289
10500,-4.109271,-0.050959334,0.23766258,-0.28862187
10550,-4.1972523,-0.2427097,0.24041496,-0.4831246
10600,-4.142592,-0.14735752,0.31701505,-0.46437255
10650,-4.227676,0.4928466,0.22815914,0.26468745
10700,-4.240585,0.36072853,0.26668942,0.094039105
10750,-4.2563615,0.06302618,0.27135924,-0.20833302
10800,-4.1644206,0.19248731,0.24277648,-0.05028917
10850,-4.260404,-0.2246138,0.26379296,-0.48840663
10900,-4.2336617,0.07107388,0.20659372,-0.13551983
10950,-4.177443,0.6095068,0.27589366,0.33361304
11000,-4.2181873,0.10769014,0.26204062,-0.15435037
11050,-4.210352,0.18358918,0.24702887,-0.06343965
11100,-4.2449026,0.20260137,0.27125004,-0.068648644
11150,-4.16439,0.3469978,0.2597498,0.08724803
11200,-4.0903864,0.2921021,0.22133924,0.07076283
11250,-4.1213236,0.004420998,0.23374432,-0.22932324
11300,-4.123806,0.25964278,0.30109918,-0.041456427
11350,-4.183833,-0.13978663,0.21575288,-0.35553944
11400,-4.26294,0.340505,0.26730615,0.073199004
11450,-4.1799197,0.35954082,0.26264146,0.09689933
11500,-4.1464467,0.3040946,0.24487306,0.05922154
11550,-4.248072,0.05340954,0.24422294,-0.19081345
11600,-4.233136,0.38103372,0.25818568,0.122847974
11650,-4.2249875,0.1746212,0.24339974,-0.068778604
11700,-4.1292543,0.61853886,0.24752145,0.37101734
11750,-4.183553,0.11051095,0.25943068,-0.1489197
11800,-4.1972804,0.18643244,0.20832907,-0.02189659
11850,-4.148437,0.42594922,0.21796675,0.2079824
11900,-4.0869646,0.1780473,0.2621589,-0.0841116
11950,-4.113652,-0.04390115,0.20695418,-0.25085533
12000,-4.1176424,-0.13655674,0.2571897,-0.39374653
12050,-4.213656,-0.23696193,0.2348985,-0.47186038
12100,-4.2197556,0.25098532,0.22201346,0.028971886
12150,-4.148015,0.095208004,0.24305269,-0.14784466
12200,-4.1311607,0.39111182,0.25383386,0.13727796
12250,-4.2623873,0.018943293,0.27386776,-0.2549244
12300,-4.0522175,0.17377552,0.23999064,-0.06621519
12350,-4.2186747,-0.04230578,0.2721485,-0.31445444
12400,-4.140062,0.3197313,0.23092252,0.08880865
12450,-4.1731157,0.4177832,0.2503345,0.16744854
12500,-4.1760883,0.1523213,0.25056946,-0.09824818
12550,-4.18069,0.48803237,0.20500717,0.28302518
12600,-4.234604,-0.0031574965,0.24294902,-0.24610649
12650,-4.1575103,-0.1375026,0.2635409,-0.4010435
12700,-4.0827227,-0.16394602,0.24693055,-0.4108765
12750,-4.269403,-0.08400223,0.22664273,-0.310645
12800,-4.2022986,0.15455985,0.23776382,-0.083203964
12850,-4.1450057,-0.0409256,0.24262498,-0.28355053
12900,-3.9758725,0.41261595,0.24402326,0.16859275
12950,-4.185854,0.011532014,0.21998584,-0.2084538
13000,-4.0560713,0.511922,0.22203556,0.28988644
13050,-4.1534767,0.27376944,0.25833273,0.015436759
13100,-4.1872125,0.16024376,0.26138154,-0.10113781
13150,-4.178703,0.14308324,0.21617514,-0.073091924
13200,-4.186451,-0.05207072,0.22856462,-0.2806354
13250,-4.2152767,0.062546015,0.2138562,-0.15131018
13300,-4.1972466,0.24668841,0.24289933,0.0037890435
13350,-4.125632,0.071403444,0.2571045,-0.18570101
13400,-4.2524037,-0.2827609,0.22109486,-0.50385576
13450,-4.0612526,0.3796575,0.23079884,0.1488587
13500,-4.180382,0.03621513,0.23716684,-0.20095173
13550,-4.20454,0.011032763,0.24233085,-0.23129812
13600,-4.159389,0.08706356,0.2377466,-0.15068302
13650,-4.1416755,0.28876537,0.2365877,0.05217765
13700,-4.143679,0.37330535,0.24410275,0.12920259
13750,-4.1223035,0.04415163,0.23410618,-0.18995447
13800,-4.1193676,0.14801537,0.21800265,-0.06998724
13850,-4.1608276,0.18745974,0.22047892,-0.033019222
13900,-4.203134,0.31436688,0.23843794,0.07592901
13950,-4.001386,0.38502008,0.22817509,0.15684494
14000,-4.195153,0.23107876,0.21804047,0.01303824
14050,-4.1358953,-0.21904884,0.25910547,-0.47815436
14100,-4.121795,0.0036158978,0.28028587,-0.27666995
14150,-4.174235,0.1474693,0.27103552,-0.12356621
14200,-4.122275,0.040507384,0.24002036,-0.199513
14250,-4.052714,0.21197294,0.24051201,-0.028539045
14300,-4.1000857,0.13832213,0.19286393,-0.05454181
14350,-4.193641,0.03879779,0.23058416,-0.19178636
14400,-4.248721,-0.11086323,0.25713757,-0.36800072
14450,-4.203764,-0.037867423,0.20911485,-0.24698229
14500,-4.1907306,0.011257426,0.21301217,-0.2017548
14550,-4.1593623,0.05774725,0.2541711,-0.19642389
14600,-4.1140833,-0.028951664,0.25853816,-0.28748977
14650,-4.186892,0.16587314,0.2205777,-0.05470456
14700,-4.156247,0.34759018,0.24397919,0.10361082
14750,-4.1402674,-0.026885305,0.23816775,-0.26505306
14800,-4.1472836,0.21979693,0.2568365,-0.037039608
14850,-4.1355014,0.058025647,0.26759404,-0.20956843
14900,-4.114281,0.0850152,0.19180058,-0.10678536
14950,-4.1299424,-0.13420771,0.29398802,-0.42819571
15000,-4.025982,0.16456729,0.21301724,-0.04844994
15050,-3.984314,-0.06334176,0.23818184,-0.3015236
15100,-4.063309,0.164685,0.21708004,-0.052395042
15150,-4.1404533,0.12358299,0.24424438,-0.12066141
15200,-3.907366,0.10870844,0.20122929,-0.09252084
15250,-4.0486755,0.1318447,0.22188692,-0.090042256
15300,-4.0084705,-0.040857334,0.23305844,-0.2739157
15350,-3.9883997,-0.17244665,0.24703088,-0.41947764
15400,-3.809433,0.34193715,0.1905749,0.15136218
15450,-3.8330896,-0.09749526,0.20194353,-0.29943877
15500,-3.81534,-0.1527327,0.19301961,-0.34575227
15550,-3.6942816,-0.014034901,0.17037834,-0.1844133
15600,-3.586214,-0.27599344,0.17069395,-0.4466874
15650,-3.5481741,-0.15781389,0.1527688,-0.3105826
15700,-3.5724945,-0.06561091,0.15988207,-0.22549303
15750,-3.5069919,0.031391572,0.120091744,-0.08870016
15800,-3.4632049,-0.06803038,0.13793814,-0.20596853
15850,-3.4445143,-0.41219303,0.14509402,-0.5572871
15900,-3.3705413,-0.07315218,0.13030483,-0.20345706
15950,-3.4405494,-0.16513455,0.13323635,-0.2983709
16000,-3.3107243,0.13468213,0.10934884,0.025333297
16050,-3.35382,-0.035786323,0.12736227,-0.16314858
16100,-3.297821,0.010349973,0.11581114,-0.10546114
16150,-3.3431306,0.031125313,0.12097822,-0.08985294
16200,-3.2747214,-0.17171976,0.105639726,-0.2773595
16250,-3.294631,-0.05897779,0.121958666,-0.18093643
16300,-3.3466156,-0.0788769,0.09243557,-0.17131245
16350,-3.2505317,-0.023266623,0.10013886,-0.12340546
16400,-3.2865179,-0.031570207,0.11094178,-0.14251202
16450,-3.2553275,0.10039888,0.119206265,-0.018807365
16500,-3.279021,-0.013908576,0.09817904,-0.112087615
16550,-3.3494477,-0.1555223,0.11623683,-0.27175912
16600,-3.2438931,0.010979994,0.11751811,-0.106538124
16650,-3.268523,0.14817218,0.11087213,0.037300088
16700,-3.265992,-0.21673822,0.116723806,-0.333462
16750,-3.2502563,0.02869031,0.108934164,-0.080243856
16800,-3.2092848,0.012647578,0.091636255,-0.078988686
16850,-3.2122664,0.013439817,0.083013296,-0.069573514
16900,-3.2424283,0.10002336,0.09277647,0.0072468836
16950,-3.191957,0.0056017325,0.08075736,-0.07515562
17000,-3.2143207,-0.020263981,0.09704858,-0.11731254
17050,-3.2122822,-0.09383792,0.095474266,-0.1893122
17100,-3.2045214,0.019784711,0.10402421,-0.08423949
17150,-3.2146463,-0.006851859,0.10498058,-0.11183245
17200,-3.2418623,-0.0435874,0.086263984,-0.12985139
17250,-3.1384687,0.039827,0.09755452,-0.05772752
17300,-3.2086065,0.11809215,0.09194213,0.026150005
17350,-3.2344146,-0.042353965,0.09277258,-0.13512653
17400,-3.2205994,0.05568565,0.08005384,-0.024368186
17450,-3.3199189,0.019032095,0.102670915,-0.08363881
17500,-3.196787,0.025798438,0.10311409,-0.07731562
17550,-3.1731539,0.028073855,0.09152022,-0.063446365
17600,-3.2523806,-0.04872112,0.104576424,-0.15329751
17650,-3.2211182,0.012248547,0.10034795,-0.08809942
17700,-3.2274692,-0.040002957,0.097990066,-0.13799301
17750,-3.2574835,-0.0739025,0.09168062,-0.16558309
17800,-3.1866834,-0.07675542,0.10135198,-0.17810735
17850,-3.1657574,-0.12758589,0.09337811,-0.22096401
17900,-3.1824481,0.11697582,0.090890214,0.02608564
17950,-3.205923,-0.004682619,0.076680295,-0.081362925
18000,-3.1247668,0.05882033,0.082298905,-0.02347857
18050,-3.2016315,-0.18932667,0.07225676,-0.2615835
18100,-3.1690881,0.035055384,0.09452894,-0.05947355
18150,-3.1262214,-0.061110087,0.090176515,-0.1512866
18200,-3.063617,-0.017599404,0.07351665,-0.09111608
18250,-3.118628,-0.055567756,0.073046714,-0.12861444
18300,-3.1098785,-0.013529156,0.084478825,-0.09800799
18350,-3.0829804,-0.01577267,0.08720184,-0.10297451
18400,-3.0755017,-0.031950213,0.074437134,-0.10638735
18450,-3.135379,0.11696848,0.08245,0.03451846
18500,-3.186905,0.11639363,0.103049286,0.013344357
18550,-3.155289,0.07086812,0.0742507,-0.0033825708
18600,-3.1315925,-0.08434805,0.080575965,-0.16492403
18650,-3.1434906,-0.07257102,0.085459225,-0.15803024
18700,-3.1629674,-0.003939212,0.076809675,-0.08074887
18750,-3.1622815,0.011923921,0.080642335,-0.06871841
18800,-3.1532335,0.061704956,0.08884337,-0.02713841
18850,-3.128564,0.08860486,0.0879767,0.0006281674
18900,-3.0796587,0.06755062,0.07279458,-0.0052439566
18950,-3.0447812,0.009601513,0.08223872,-0.07263721
19000,-3.1389022,0.0046241493,0.06825875,-0.06363462
19050,-3.1373305,-0.0483276,0.08228884,-0.13061647
19100,-3.118703,0.020008242,0.078882135,-0.058873896
19150,-3.0889513,0.025635296,0.07718074,-0.051545437
19200,-3.0970507,-0.038542487,0.075365216,-0.11390768
19250,-3.0774431,-0.07758092,0.078367814,-0.15594877
19300,-3.12294,0.062000208,0.072982885,-0.010982676
19350,-3.149402,0.10462733,0.07997623,0.024651108
19400,-3.0513568,0.003965378,0.07604144,-0.07207605
19450,-3.1153064,-0.018991001,0.07756984,-0.09656082
19500,-3.1020179,0.04387196,0.07756234,-0.033690378
19550,-3.1490088,-0.008047066,0.08750845,-0.09555554
19600,-3.0911431,0.034225244,0.071912274,-0.037687015
19650,-3.1031268,0.0836964,0.08705047,-0.0033540735
19700,-3.1321173,0.051050358,0.07543917,-0.024388824
19750,-3.1506379,-0.0025598013,0.081527404,-0.08408719
19800,-3.1053665,0.039258763,0.07298065,-0.03372188
19850,-3.1137335,0.059506744,0.09276904,-0.033262298
19900,-3.0190005,0.050354972,0.06552334,-0.015168386
19950,-3.0804186,0.0050092023,0.06417913,-0.059169944
20000,-3.0813842,0.03925939,0.06054703,-0.021287642
20050,-3.105412,-0.029836394,0.07993443,-0.10977081
20100,-3.1233172,0.059233256,0.07936763,-0.020134358
20150,-3.0890718,0.061860595,0.067777954,-0.0059173526
20200,-3.0810401,0.05955913,0.07338047,-0.013821328
20250,-3.103738,-0.014335871,0.06748692,-0.08182278
20300,-3.0346627,0.010533013,0.07974465,-0.06921163
20350,-3.0915136,0.04459909,0.07413319,-0.029534109
20400,-3.072586,0.018633189,0.077271454,-0.05863825
20450,-3.1317658,0.011168535,0.08822489,-0.077056356
20500,-3.0579252,-0.0022993002,0.084839985,-0.08713927
20550,-3.056305,0.041840404,0.07512208,-0.03328168
20600,-3.077059,0.0046256436,0.07306958,-0.06844394
20650,-3.1020408,-0.07112477,0.07295193,-0.14407669
20700,-3.0815234,-0.015381799,0.07361662,-0.088998415
20750,-3.0663612,0.072148606,0.07884975,-0.006701143
20800,-3.0929804,0.08766729,0.062273163,0.02539413
20850,-3.1013787,0.07218255,0.0731055,-0.00092296867
20900,-3.0920327,0.13307226,0.06751254,0.065559715
20950,-3.0705976,0.04529974,0.0682538,-0.022954065
21000,-3.0891743,0.01459208,0.067623235,-0.05303115
21050,-3.0579605,0.0824832,0.08009161,0.0023915977
21100,-3.020264,0.003167392,0.066554956,-0.06338756
21150,-3.0651073,-0.0062640607,0.06489293,-0.07115696
21200,-3.0908773,0.06243671,0.063957565,-0.0015208578
21250,-3.0387247,0.10197755,0.08454984,0.01742769
21300,-3.0221674,-0.005195639,0.081355296,-0.08655091
21350,-3.1171522,-0.008405459,0.0766167,-0.085022144
21400,-3.0915105,-0.02628066,0.076697074,-0.102977745
21450,-3.033869,0.008724001,0.069350846,-0.060626842
21500,-3.0250568,0.045487594,0.067423165,-0.021935573
21550,-3.0080764,0.034122054,0.049129758,-0.015007725
21600,-3.0718627,-0.03694558,0.069000304,-0.10594589
21650,-3.0998833,0.07349483,0.07054385,0.0029509752
21700,-3.0927534,-0.018597212,0.075782195,-0.09437942
21750,-3.0569317,0.09171135,0.07239655,0.019314822
21800,-3.0773327,0.017831612,0.06378335,-0.045951724
21850,-3.1034484,0.039518688,0.08310339,-0.04358469
21900,-3.073001,0.061459113,0.07748898,-0.016029852
21950,-3.0681074,0.024884848,0.08127919,-0.056394372
22000,-3.0450068,0.04285128,0.07637013,-0.03351883
22050,-3.0114026,0.004895219,0.07535262,-0.070457384
22100,-3.0177016,0.07912022,0.057463694,0.02165654
22150,-3.0756183,-0.03988708,0.07533255,-0.11521965
22200,-3.0602415,-0.025816584,0.07936354,-0.105180115
22250,-3.0200512,0.010232091,0.07009857,-0.05986648
22300,-3.076203,0.047668897,0.07263783,-0.024968954
22350,-3.0905318,0.067863695,0.06442595,0.0034377498
22400,-3.0617065,-0.007548586,0.057937838,-0.06548642
22450,-3.0510743,0.03486678,0.076569326,-0.041702546
22500,-3.0675046,0.06413985,0.07334199,-0.009202115
22550,-3.1135058,0.06016993,0.06959359,-0.009423656
22600,-3.0497935,0.054242224,0.06951324,-0.015271012
22650,-3.0275629,-0.017208356,0.07220542,-0.08941375
22700,-3.0312424,0.060713645,0.05479144,0.0059222095
22750,-3.045101,0.044720497,0.065634474,-0.020913975
22800,-3.042909,0.014004329,0.06643994,-0.05243559
22850,-3.0192173,-0.025948906,0.068478666,-0.094427556
22900,-3.0658617,0.03569917,0.06477478,-0.02907563
22950,-3.095797,0.030538388,0.0878598,-0.05732143
23000,-3.0707028,0.025837611,0.07401961,-0.048182
23050,-3.0973675,0.057095442,0.08896444,-0.031869013
23100,-3.070857,-0.044253048,0.09105501,-0.13530804
23150,-3.0582976,0.03305025,0.08235237,-0.049302123
23200,-3.059491,0.0691991,0.06682117,0.002377935
23250,-3.0875134,0.046581205,0.06861955,-0.022038331
23300,-3.067541,0.035061393,0.077769205,-0.042707805
23350,-3.1146302,-0.013381171,0.066339895,-0.07972107
23400,-3.0115259,0.08505619,0.060103413,0.024952775
23450,-3.1122687,0.080304325,0.08278134,-0.00247698
23500,-3.132443,-0.0014115578,0.07879899,-0.08021054
23550,-3.163946,0.053552665,0.10024021,-0.04668754
23600,-3.0725915,0.046039037,0.08723959,-0.04120055
23650,-3.096961,-0.032973584,0.06795135,-0.10092494
23700,-3.0722513,0.0041807075,0.067554206,-0.06337349
23750,-3.1346524,0.037717763,0.075725414,-0.038007636
23800,-3.1020997,-0.007947669,0.08056933,-0.08851701
23850,-3.004846,0.053344987,0.065942384,-0.012597388
23900,-3.0399275,0.05139638,0.07130709,-0.019910706
23950,-3.0304213,0.05912158,0.07131033,-0.012188736
24000,-3.080177,0.071068175,0.07895228,-0.007884105
24050,-3.1347382,-0.02226294,0.06382226,-0.086085185
24100,-3.114003,0.029098874,0.06814418,-0.0390453
24150,-3.069707,0.07654049,0.06999076,0.006549735
24200,-3.0496752,0.07765937,0.07390482,0.0037545569
24250,-3.0475945,0.032178797,0.07045862,-0.03827983
